,NVDA,AMD,QCOM,NBIS,ORCL,AVGO,TSM,CRWD,SMCI,TSLA,JOBY,RKLB,ASTS,BA,LUNR,LMT,SERV,ISRG,IREN,CORZ,IBIT,COIN,CLSK,HUT,MSTR,IONQ,RGTI,IBM,GOOG,HON,INTC,MSFT,AMZN,NTLA,CRSP,VRTX,SRPT,DNA,RXRX,JAZZ,SOFI,XYZ,PYPL,HOOD,BULL,BLK,SPY
,NVDA,AMD,QCOM,NBIS,ORCL,AVGO,TSM,CRWD,SMCI,TSLA,JOBY,RKLB,ASTS,BA,LUNR,LMT,SERV,ISRG,IREN,CORZ,IBIT,COIN,CLSK,HUT,MSTR,IONQ,RGTI,IBM,GOOG,HON,INTC,MSFT,AMZN,NTLA,CRSP,VRTX,SRPT,DNA,RXRX,JAZZ,SOFI,XYZ,PYPL,HOOD,BULL,BLK,SPY
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06 05:00:00,6.651,48.59,77.47,20.0,47.37,26.945,55.07,51.96,2.526,46.8987,13.4,10.43,11.81,262.33,10.03,382.47,36.14,185.0467,24.45,8.8,24.1722,328.28,2.5,21.45,13.628,9.2,9.43,122.1128,64.9205,164.03,55.77,161.57,95.0545,14.52,50.86,233.5,117.1,487.2,31.3,119.74,22.65,89.5,110.89,34.82,13.25,450.41,297.46
2020-03-09 04:00:00,6.136,43.27,72.64,20.0,46.01,24.772,51.83,45.74,2.304,40.5333,13.4,10.43,11.81,227.17,10.03,352.03,33.67,170.22,24.45,8.8,24.1722,328.28,1.9,21.45,12.943,9.2,9.43,112.6291,60.778,152.86,50.85,150.62,90.0305,12.51,44.3,219.65,106.87,487.2,31.3,110.45,22.65,89.5,101.63,34.82,13.25,419.01,274.23
2020-03-10 04:00:00,6.527,45.38,78.89,20.0,48.58,26.29,54.51,46.91,2.438,43.022,13.4,10.43,11.81,231.01,10.03,367.17,33.93,179.1333,24.45,8.8,24.1722,328.28,1.71,21.45,12.998,9.2,9.43,119.283,64.0195,161.69,53.98,160.92,94.591,13.77,44.67,230.51,110.38,487.2,31.3,112.79,22.65,89.5,109.74,34.82,13.25,459.0,288.42
2020-03-11 04:00:00,6.1617,45.7,74.62,20.0,44.72,24.597,52.24,42.85,2.424,42.282,13.4,10.43,11.81,189.08,10.03,356.93,32.09,169.85,24.45,8.8,24.1722,328.28,1.34,21.45,12.415,9.2,9.43,112.782,60.7705,153.39,51.66,153.63,91.043,12.76,43.28,220.34,102.83,487.2,31.3,108.04,22.65,89.5,103.9,34.82,13.25,430.97,274.36
2020-03-12 04:00:00,5.4078,39.01,67.02,20.0,39.8,21.878,48.69,37.82,2.22,37.37,13.4,10.43,11.81,154.84,10.03,311.38,30.02,152.51,24.45,8.8,24.1722,328.28,1.63,21.45,10.853,9.2,9.43,98.2887,55.7455,134.85,45.54,139.06,83.8305,11.0,38.12,204.06,94.19,487.2,31.3,104.55,22.65,89.5,96.96,34.82,13.25,386.22,248.11
2020-03-13 04:00:00,6.021,43.9,75.81,20.0,47.93,23.422,52.23,39.55,2.292,36.4413,13.4,10.43,11.81,170.2,10.03,328.59,29.5,156.9933,24.45,8.8,24.1722,328.28,1.36,21.45,11.133,9.2,9.43,103.2027,60.9865,149.41,54.43,158.83,89.25,11.46,37.64,220.86,99.83,487.2,31.3,111.35,22.65,89.5,110.15,34.82,13.25,413.78,269.32
2020-03-16 04:00:00,4.91,38.71,64.48,20.0,42.72,18.758,44.9,33.01,1.738,29.6713,13.4,10.43,11.81,129.61,10.03,287.94,26.49,134.7633,24.45,8.8,24.1722,328.28,1.195,21.45,10.666,9.2,9.43,94.7228,54.2165,135.27,44.61,135.42,84.4575,9.44,33.68,199.77,85.17,487.2,31.3,99.3,22.65,89.5,92.72,34.82,13.25,357.28,239.85
2020-03-17 04:00:00,5.4318,41.88,68.86,20.0,46.86,19.951,48.54,38.01,1.912,28.68,13.4,10.43,11.81,124.14,10.03,318.83,26.64,141.8267,24.45,8.8,24.1722,328.28,1.32,21.45,10.936,9.2,9.43,101.9598,55.99,131.8,50.08,146.57,90.392,11.58,37.0,210.44,86.81,487.2,31.3,105.83,22.65,89.5,97.87,34.82,13.25,386.76,252.8
2020-03-18 04:00:00,5.0705,39.12,61.19,20.0,47.27,16.787,44.37,38.63,1.598,24.0813,13.4,10.43,11.81,101.89,10.03,333.41,20.36,135.5667,24.45,8.8,24.1722,328.28,1.32,21.45,9.22,9.2,9.43,98.9962,54.84,119.61,47.61,140.4,91.5,11.11,38.47,212.98,82.38,487.2,31.3,105.89,22.65,89.5,91.46,34.82,13.25,373.36,240.0
2020-03-19 04:00:00,5.3243,39.82,65.0,20.0,45.07,19.445,43.89,41.74,1.61,28.5093,13.4,10.43,11.81,97.71,10.03,314.2,23.95,136.0667,24.45,8.8,24.1722,328.28,1.2,21.45,10.538,9.2,9.43,95.9273,55.7645,118.96,45.94,142.71,94.0465,12.48,39.57,215.69,87.22,487.2,31.3,104.76,22.65,89.5,93.69,34.82,13.25,397.36,240.51
2020-03-20 04:00:00,5.1438,39.61,60.91,20.0,45.65,19.222,44.53,49.01,1.688,28.502,13.4,10.43,11.81,95.01,10.03,291.22,24.91,131.3967,24.45,8.8,24.1722,328.28,1.13,21.45,10.074,9.2,9.43,91.195,53.616,112.5,45.83,137.35,92.3045,12.07,38.96,206.0,87.01,487.2,31.3,96.13,22.65,89.5,86.68,34.82,13.25,354.72,228.8
2020-03-23 04:00:00,5.3172,41.64,62.53,20.0,44.19,19.347,45.26,51.45,1.677,28.9527,13.4,10.43,11.81,105.62,10.03,276.8,24.26,122.5833,24.45,8.8,24.1722,328.28,1.14,21.45,10.247,9.2,9.43,90.6023,52.831,103.86,49.58,135.98,95.1415,11.99,39.54,202.21,89.38,487.2,31.3,87.74,22.65,89.5,85.26,34.82,13.25,327.42,222.95
2020-03-24 04:00:00,6.2295,46.22,65.46,20.0,47.84,21.276,48.87,57.33,1.881,33.6667,13.4,10.43,11.81,127.68,10.03,288.91,24.98,143.9667,24.45,8.8,24.1722,328.28,1.2599,21.45,10.689,9.2,9.43,100.8413,56.723,119.51,52.4,148.34,97.005,12.32,42.66,223.13,92.72,487.2,31.3,95.62,22.65,89.5,97.29,34.82,13.25,371.7,243.15
2020-03-25 04:00:00,6.1405,44.63,63.08,20.0,45.94,21.755,49.0,55.78,2.067,35.95,13.4,10.43,11.81,158.73,10.03,319.67,24.12,153.4367,24.45,8.8,24.1722,328.28,1.2799,21.45,10.413,9.2,9.43,101.195,55.1245,129.65,51.26,146.92,94.292,12.77,41.78,210.09,94.53,487.2,31.3,95.64,22.65,89.5,95.71,34.82,13.25,401.38,246.79
2020-03-26 04:00:00,6.431,47.5,68.98,20.0,50.48,24.317,49.87,58.64,2.173,35.2107,13.4,10.43,11.81,180.55,10.03,350.33,25.87,167.1567,24.45,8.8,24.1722,328.28,1.2914,21.45,11.054,9.2,9.43,107.9254,58.0875,137.4,55.54,156.11,97.7745,13.31,43.99,224.49,99.01,487.2,31.3,100.74,22.65,89.5,100.63,34.82,13.25,451.9,261.2
2020-03-27 04:00:00,6.3183,46.58,66.59,20.0,49.83,23.069,46.91,58.79,2.037,34.2907,13.4,10.43,11.81,162.0,10.03,348.38,26.84,163.47,24.45,8.8,24.1722,328.28,1.24,21.45,10.631,9.2,9.43,103.2792,55.5355,131.27,52.37,149.7,95.005,11.92,41.82,217.24,94.44,487.2,31.3,96.96,22.65,89.5,93.48,34.82,13.25,434.34,253.42
2020-03-30 04:00:00,6.6398,47.86,69.03,20.0,50.36,24.011,47.82,57.72,2.089,33.4753,13.4,10.43,11.81,152.28,10.03,348.85,26.77,168.0733,24.45,8.8,24.1722,328.28,1.15,21.45,11.024,9.2,9.43,107.9637,57.341,131.75,55.49,160.23,98.1975,12.68,44.29,231.92,98.52,487.2,31.3,99.6,22.65,89.5,97.03,34.82,13.25,455.35,261.65
2020-03-31 04:00:00,6.59,45.48,67.65,20.0,48.33,23.71,47.79,55.68,2.128,34.9333,13.4,10.43,11.81,149.14,10.03,338.95,27.0,165.07,24.45,8.8,24.1722,328.28,1.1827,21.45,11.81,9.2,9.43,106.0516,58.1405,133.79,54.12,157.71,97.486,12.23,42.41,237.95,97.82,487.2,31.3,99.74,22.65,89.5,95.74,34.82,13.25,439.97,257.75
2020-04-01 04:00:00,6.0768,43.66,65.9,20.0,48.71,22.363,46.51,54.58,2.046,32.104,13.4,10.43,11.81,130.7,10.03,338.52,25.42,152.7533,24.45,8.8,24.1722,328.28,1.16,21.45,11.339,9.2,9.43,100.5163,55.281,129.71,51.88,152.11,95.385,11.14,38.5,225.48,93.0,487.2,31.3,95.68,22.65,89.5,91.38,34.82,13.25,409.54,246.15
2020-04-02 04:00:00,6.3868,44.49,68.02,20.0,49.8,23.706,48.13,56.69,2.089,30.298,13.4,10.43,11.81,123.27,10.03,353.96,25.71,155.9067,24.45,8.8,24.1722,328.28,1.05,21.45,11.449,9.2,9.43,105.1625,56.042,132.81,54.35,155.26,95.9415,11.9,39.51,242.16,95.98,487.2,31.3,99.53,22.65,89.5,93.52,34.82,13.25,426.53,251.83
2020-04-03 04:00:00,6.0977,42.59,65.23,20.0,49.4,23.426,47.06,57.82,2.018,32.0007,13.4,10.43,11.81,124.52,10.03,350.5,24.73,154.1567,24.45,8.8,24.1722,328.28,1.05,21.45,11.223,9.2,9.43,101.6635,54.894,127.45,54.13,153.83,95.3295,11.99,39.38,238.31,93.62,487.2,31.3,98.76,22.65,89.5,92.39,34.82,13.25,418.07,248.19
2020-04-06 04:00:00,6.71,47.52,70.95,20.0,51.49,25.244,49.97,59.07,2.021,34.416,13.4,10.43,11.81,148.77,10.03,367.95,25.94,166.7467,24.45,8.8,24.1722,328.28,1.098,21.45,11.603,9.2,9.43,109.7706,59.346,134.0,58.43,165.27,99.8795,12.71,42.17,255.3,101.07,487.2,31.3,105.77,22.65,89.5,101.67,34.82,13.25,449.52,264.86
2020-04-07 04:00:00,6.4758,47.56,72.73,20.0,50.76,25.327,49.72,59.6,2.028,36.3633,13.4,10.43,11.81,141.58,10.03,355.28,25.66,163.33,24.45,8.8,24.1722,328.28,1.108,21.45,11.771,9.2,9.43,109.8853,59.3255,135.24,58.4,163.49,100.58,11.9,41.29,247.67,99.98,487.2,31.3,105.22,22.65,89.5,100.28,34.82,13.25,443.12,265.13
2020-04-08 04:00:00,6.6738,48.79,73.33,20.0,52.13,26.11,50.27,60.32,2.093,36.5893,13.4,10.43,11.81,146.87,10.03,361.41,25.64,170.1667,24.45,8.8,24.1722,328.28,1.1101,21.45,12.3,9.2,9.43,114.044,60.514,139.25,58.98,165.13,102.15,12.47,44.38,249.66,103.87,487.2,31.3,108.47,22.65,89.5,105.06,34.82,13.25,450.97,274.03
2020-04-09 04:00:00,6.5738,48.38,71.58,20.0,53.18,25.43,48.33,58.15,2.148,38.2,13.4,10.43,11.81,151.84,10.03,371.0,27.0,167.93,24.45,8.8,24.1722,328.28,1.85,21.45,12.542,9.2,9.43,116.1568,60.5725,143.43,57.14,165.14,102.138,13.05,45.75,246.61,108.75,487.2,31.3,109.69,22.65,89.5,105.84,34.82,13.25,471.42,278.2
2020-04-13 04:00:00,6.7463,50.94,73.3,20.0,52.97,25.992,48.75,58.77,2.129,43.3967,13.4,10.43,11.81,147.33,10.03,369.94,26.53,164.8433,24.45,8.8,24.1722,328.28,1.75,21.45,12.209,9.2,9.43,115.8222,60.878,137.94,58.7,165.51,108.4435,12.63,46.01,252.28,111.61,487.2,31.3,108.91,22.65,89.5,105.98,34.82,13.25,452.39,275.66
2020-04-14 04:00:00,7.0988,54.93,77.55,20.0,54.0,26.763,50.63,60.89,2.19,47.326,13.4,10.43,11.81,141.0,10.03,380.03,28.22,169.3133,24.45,8.8,24.1722,328.28,1.5,21.45,12.65,9.2,9.43,118.4608,63.4615,140.59,60.66,173.7,114.166,13.2,48.39,262.41,113.05,487.2,31.3,111.07,22.65,89.5,109.785,34.82,13.25,458.03,283.79
2020-04-15 04:00:00,7.021,54.99,75.99,20.0,53.16,25.744,49.66,61.82,2.161,48.6553,13.4,10.43,11.81,145.98,10.03,374.38,27.72,170.3333,24.45,8.8,24.1722,328.28,1.55,21.45,12.26,9.2,9.43,113.4704,63.1235,134.84,58.87,171.88,115.384,12.86,48.13,255.23,112.09,487.2,31.3,108.1,22.65,89.5,107.95,34.82,13.25,443.07,277.76
2020-04-16 04:00:00,7.3675,56.95,76.85,20.0,53.7,25.829,52.4,63.45,2.16,49.6807,13.4,10.43,11.81,134.24,10.03,377.88,28.07,170.1467,24.45,8.8,24.1722,328.28,1.7,21.45,12.413,9.2,9.43,110.6405,63.1735,132.33,60.79,177.04,120.4095,13.36,49.51,264.76,112.74,487.2,31.3,107.35,22.65,89.5,108.31,34.82,13.25,458.99,279.1
2020-04-17 04:00:00,7.308,56.6,76.17,20.0,54.62,26.588,53.69,64.74,2.177,50.2593,13.4,10.43,11.81,154.0,10.03,401.51,28.7,175.4433,24.45,8.8,24.1722,328.28,1.66,21.45,12.653,9.2,9.43,114.8375,64.1625,138.32,60.36,178.6,118.75,13.78,51.42,270.46,118.54,487.2,31.3,111.19,22.65,89.5,111.85,34.82,13.25,476.87,286.64
2020-04-20 04:00:00,7.1763,56.97,74.31,20.0,53.91,25.828,52.59,68.43,2.169,49.7573,13.4,10.43,11.81,143.61,10.03,383.21,28.07,172.7767,24.45,8.8,24.1722,328.28,1.65,21.45,12.692,9.2,9.43,115.1147,63.3305,135.7,59.18,175.06,119.6805,14.32,53.46,273.26,118.52,487.2,31.3,108.78,22.65,89.5,112.17,34.82,13.25,470.8,281.59
2020-04-21 04:00:00,6.7378,52.92,71.84,20.0,51.31,24.765,51.37,66.07,2.098,45.7813,13.4,10.43,11.81,136.33,10.03,373.44,28.01,165.5433,24.45,8.8,24.1722,328.28,1.48,21.45,12.271,9.2,9.43,111.6252,60.817,132.0,56.36,167.82,116.406,13.25,50.9,262.8,113.4,487.2,31.3,103.25,22.65,89.5,107.54,34.82,13.25,474.37,273.04
2020-04-22 04:00:00,7.1538,55.92,74.68,20.0,52.27,25.997,52.95,68.07,2.146,48.8073,13.4,10.43,11.81,134.97,10.03,380.4,28.06,170.71,24.45,8.8,24.1722,328.28,1.49,21.45,12.501,9.2,9.43,114.0631,63.1605,133.03,60.1,173.52,118.1745,14.08,52.4,269.37,114.34,487.2,31.3,102.44,22.65,89.5,115.19,34.82,13.25,481.0,279.1
2020-04-23 04:00:00,7.1003,55.9,73.81,20.0,51.97,25.893,52.64,68.91,2.162,47.042,13.4,10.43,11.81,137.74,10.03,376.73,28.24,171.0733,24.45,8.8,24.1722,328.28,1.51,21.45,12.598,9.2,9.43,116.0134,63.8155,134.68,59.04,171.42,119.9725,14.2,52.48,267.91,115.31,487.2,31.3,104.74,22.65,89.5,115.24,34.82,13.25,471.2,279.08
2020-04-24 04:00:00,7.2398,56.18,76.04,20.0,53.01,26.481,52.73,72.0,2.17,48.3433,13.4,10.43,11.81,128.98,10.03,381.77,29.22,171.6433,24.45,8.8,24.1722,328.28,1.54,21.45,12.555,9.2,9.43,119.2352,63.9655,135.52,59.26,174.55,120.511,14.58,54.01,269.86,121.53,487.2,31.3,107.15,22.65,89.5,120.18,34.82,13.25,475.14,282.97
2020-04-27 04:00:00,7.427,56.49,75.98,20.0,53.37,26.845,53.51,73.6,2.223,53.25,13.4,10.43,11.81,128.68,10.03,378.57,30.67,172.3667,24.45,8.8,24.1722,328.28,1.64,21.45,12.923,9.2,9.43,120.3824,63.794,139.88,59.47,174.05,118.8,14.98,55.0,268.51,122.12,487.2,31.3,110.1,22.65,89.5,120.53,34.82,13.25,496.65,287.05
2020-04-28 04:00:00,7.284,55.51,75.29,20.0,53.2,26.473,52.76,70.13,2.277,51.2747,13.4,10.43,11.81,131.3,10.03,384.73,32.57,167.8167,24.45,8.8,24.1722,328.28,1.62,21.45,12.885,9.2,9.43,120.717,61.6835,142.76,58.75,169.81,115.704,13.81,52.52,256.96,119.69,487.2,31.3,112.38,22.65,89.5,116.14,34.82,13.25,497.77,285.73
2020-04-29 04:00:00,7.4615,53.66,78.97,20.0,53.88,27.602,54.48,69.28,2.347,53.3673,13.4,10.43,11.81,139.0,10.03,387.91,34.73,173.24,24.45,8.8,24.1722,328.28,1.58,21.45,12.748,9.2,9.43,123.0306,67.074,146.16,61.8,177.43,118.6355,14.33,52.0,251.05,117.09,487.2,31.3,114.39,22.65,89.5,123.58,34.82,13.25,511.39,293.21
2020-04-30 04:00:00,7.307,52.39,78.67,20.0,52.97,27.162,53.13,67.66,2.29,52.1253,13.4,10.43,11.81,141.02,10.03,389.06,34.05,170.2933,24.45,8.8,24.1722,328.28,1.5,21.45,12.633,9.2,9.43,120.0382,67.433,141.9,59.98,179.21,123.7,13.47,49.2,251.2,117.88,487.2,31.3,110.25,22.65,89.5,123.0,34.82,13.25,502.04,290.48
2020-05-01 04:00:00,7.0695,49.88,75.64,20.0,51.79,25.97,51.1,69.21,2.223,46.7547,13.4,10.43,11.81,133.37,10.03,383.47,33.15,166.2867,24.45,8.8,24.1722,328.28,1.37,21.45,12.259,9.2,9.43,116.5105,66.0305,137.25,57.47,174.57,114.302,12.62,48.46,254.9,113.34,487.2,31.3,109.59,22.65,89.5,120.61,34.82,13.25,484.16,282.79
2020-05-04 04:00:00,7.2821,52.56,75.68,20.0,51.75,26.226,52.15,73.43,2.233,50.746,13.4,10.43,11.81,131.46,10.03,380.16,33.48,167.33,24.45,8.8,24.1722,328.28,1.36,21.45,11.855,9.2,9.43,116.3289,66.34,135.2,57.99,178.84,115.7995,13.89,50.0,264.69,118.34,487.2,31.3,108.73,22.65,89.5,123.66,34.82,13.25,481.51,283.57
2020-05-05 04:00:00,7.3435,52.19,77.63,20.0,52.05,26.487,51.71,71.59,2.247,51.214,13.4,10.43,11.81,125.4,10.03,390.3,33.14,170.9533,24.45,8.8,24.1722,328.28,3.05,21.45,12.081,9.2,9.43,117.1893,67.5555,134.87,58.75,180.76,115.89,13.82,52.0,272.33,119.44,487.2,31.3,110.41,22.65,89.5,125.43,34.82,13.25,485.49,286.19
2020-05-06 04:00:00,7.4448,52.16,78.87,20.0,51.86,26.418,52.13,72.44,2.202,52.172,13.4,10.43,11.81,121.86,10.03,378.58,32.22,170.6167,24.45,8.8,24.1722,328.28,2.05,21.45,12.2,9.2,9.43,117.7533,67.365,133.04,59.18,182.54,117.563,13.85,52.33,270.06,122.57,487.2,31.3,113.3,22.65,89.5,128.31,34.82,13.25,483.4,284.25
2020-05-07 04:00:00,7.6218,51.95,78.83,20.0,52.6,26.775,52.33,75.49,2.238,52.0027,13.4,10.43,11.81,128.65,10.03,376.54,24.91,178.6467,24.45,8.8,24.1722,328.28,2.07,21.45,12.348,9.2,9.43,115.8987,68.628,132.79,59.17,183.6,118.3805,13.65,53.49,270.01,123.61,487.2,31.3,109.45,22.65,89.5,146.29,34.82,13.25,497.39,287.68
2020-05-08 04:00:00,7.8125,53.19,80.56,20.0,53.57,27.503,52.91,76.7,2.542,54.628,13.4,10.43,11.81,133.44,10.03,378.4,29.71,179.2567,24.45,8.8,24.1722,328.28,1.9,21.45,12.467,9.2,9.43,117.5813,69.4185,136.91,59.67,184.68,118.9805,13.64,53.84,271.63,128.0,487.2,31.3,110.44,22.65,89.5,144.96,34.82,13.25,498.78,292.44
2020-05-11 04:00:00,8.0655,55.74,80.48,20.0,53.53,27.54,52.4,76.23,2.565,54.086,13.4,10.43,11.81,128.91,10.03,376.56,27.94,179.7,24.45,8.8,24.1722,328.28,2.03,21.45,12.382,9.2,9.43,117.1989,70.163,134.28,60.13,186.74,120.45,15.59,61.29,285.28,135.83,487.2,31.3,114.32,22.65,89.5,143.96,34.82,13.25,493.11,292.5
2020-05-12 04:00:00,7.8025,53.76,78.42,20.0,52.27,26.845,51.1,76.15,2.398,53.9607,13.4,10.43,11.81,125.22,10.03,371.11,27.05,174.2867,24.45,8.8,24.1722,328.28,2.09,21.45,12.011,9.2,9.43,114.9713,68.787,127.59,58.39,182.51,117.8475,15.89,59.55,276.47,132.89,487.2,31.3,113.9,22.65,89.5,141.03,34.82,13.25,454.44,286.67
2020-05-13 04:00:00,7.78,52.18,78.0,20.0,51.65,26.315,50.92,76.57,2.329,52.7307,13.4,10.43,11.81,121.5,10.03,364.18,26.13,169.6433,24.45,8.8,24.1722,328.28,1.86,21.45,11.495,9.2,9.43,110.6405,67.4665,122.97,57.74,179.75,118.396,15.75,57.37,277.03,128.23,487.2,31.3,112.02,22.65,89.5,143.73,34.82,13.25,485.8,281.6
2020-05-14 04:00:00,8.0305,54.51,79.87,20.0,52.91,26.66,52.1,77.14,2.335,53.5553,13.4,10.43,11.81,122.52,10.03,356.28,26.63,172.4233,24.45,8.8,24.1722,328.28,1.78,21.45,11.321,9.2,9.43,111.8069,67.8065,127.05,59.08,180.53,119.4425,16.35,55.88,277.0,127.05,487.2,31.3,108.8,22.65,89.5,144.41,34.82,13.25,498.2,284.97
2020-05-15 04:00:00,8.4908,54.2,75.77,20.0,52.92,26.041,49.8,77.14,2.329,53.278,13.4,10.43,11.81,120.0,10.03,360.4,26.91,173.47,24.45,8.8,24.1722,328.28,1.7,21.45,11.558,9.2,9.43,111.8356,68.6595,125.41,58.28,183.16,120.489,17.66,61.09,288.69,141.25,487.2,31.3,111.16,22.65,89.5,145.51,34.82,13.25,513.73,286.28
2020-05-18 04:00:00,8.7503,54.59,79.94,20.0,53.15,27.353,51.87,76.1,2.441,54.242,13.4,10.43,11.81,135.44,10.03,377.54,28.26,179.47,24.45,8.8,24.1722,328.28,1.7,21.45,12.013,9.2,9.43,116.2141,69.197,136.04,59.92,184.91,121.313,18.7,63.98,284.13,146.77,487.2,31.3,115.72,22.65,89.5,146.24,34.82,13.25,516.43,295.0
2020-05-19 04:00:00,8.8055,55.47,78.09,20.0,52.34,27.195,50.81,78.55,2.479,53.8673,13.4,10.43,11.81,130.44,10.03,371.48,27.68,177.0,24.45,8.8,24.1722,328.28,1.78,21.45,11.906,9.2,9.43,115.0,68.6743,131.95,60.29,183.63,122.4665,19.44,63.56,282.28,145.46,487.2,31.3,113.02,22.65,89.5,145.39,34.82,13.25,501.2,291.97
2020-05-20 04:00:00,8.97,56.39,80.63,20.0,52.9,27.868,51.84,80.97,2.56,54.3707,13.4,10.43,11.81,133.32,10.03,362.51,28.3,184.1033,24.45,8.8,24.1722,328.28,2.12,21.45,12.124,9.2,9.43,116.0421,70.336,136.03,63.1,185.66,124.897,19.8,66.79,284.62,150.09,487.2,31.3,114.42,22.65,89.5,150.94,34.82,13.25,508.74,296.93
2020-05-21 04:00:00,8.7753,54.65,78.0,20.0,52.22,27.48,50.75,80.6,2.516,55.1733,13.4,10.43,11.81,139.0,10.03,368.82,29.21,181.9833,24.45,8.8,24.1722,328.28,2.41,21.45,12.072,9.2,9.43,113.8815,70.14,137.69,61.98,183.43,122.337,20.57,67.78,284.63,145.74,487.2,31.3,110.85,22.65,89.5,148.22,34.82,13.25,508.51,294.88
2020-05-22 04:00:00,9.0262,55.17,78.7,20.0,52.62,27.665,49.8,82.22,2.47,54.4587,13.4,10.43,11.81,137.53,10.03,369.0,29.13,187.6,24.45,8.8,24.1722,328.28,2.13,21.45,12.237,9.2,9.43,113.1836,70.521,139.18,62.255,183.51,121.844,20.99,69.94,284.96,150.6,487.2,31.3,109.59,22.65,89.5,150.86,34.82,13.25,513.3,295.44
2020-05-26 04:00:00,8.7178,53.19,78.02,20.0,52.78,28.202,50.82,79.35,2.53,54.5913,13.4,10.43,11.81,144.73,10.03,372.2,30.12,187.03,24.45,8.8,24.1722,328.28,2.1,21.45,12.471,9.2,9.43,116.4054,70.851,144.94,62.34,181.57,121.093,19.1,66.34,266.5,154.05,487.2,31.3,109.32,22.65,89.5,147.0,34.82,13.25,523.63,299.08
2020-05-27 04:00:00,8.5253,52.74,79.29,20.0,53.2,28.759,51.74,77.99,2.589,54.682,13.4,10.43,11.81,149.52,10.03,397.12,30.91,188.2433,24.45,8.8,24.1722,328.28,2.03,21.45,12.592,9.2,9.43,120.0191,70.892,148.59,63.56,181.81,120.5195,17.85,63.93,278.51,157.16,487.2,31.3,113.38,22.65,89.5,145.96,34.82,13.25,536.4,303.53
2020-05-28 04:00:00,8.487,51.74,78.11,20.0,53.62,28.314,50.28,79.5,2.533,53.7207,13.4,10.43,11.81,149.82,10.03,398.44,31.64,190.7967,24.45,8.8,24.1722,328.28,2.1,21.45,12.534,9.2,9.43,119.0535,70.8365,147.56,61.7,181.4,120.055,17.52,62.31,277.38,153.0,487.2,31.3,118.79,22.65,89.5,148.79,34.82,13.25,536.84,302.97
2020-05-29 04:00:00,8.8755,53.8,80.88,20.0,53.77,29.127,50.33,87.81,2.596,55.6667,13.4,10.43,11.81,145.85,10.03,388.44,32.9,193.3433,24.45,8.8,24.1722,328.28,2.01,21.45,12.448,9.2,9.43,119.4073,71.446,145.85,62.93,183.25,122.1185,17.51,64.58,287.96,152.27,487.2,31.3,119.32,22.65,89.5,155.01,34.82,13.25,528.64,304.32
2020-06-01 04:00:00,8.8063,53.63,79.73,20.0,53.06,28.999,51.03,94.84,2.655,59.8733,13.4,10.43,11.81,151.39,10.03,388.96,32.66,191.53,24.45,8.8,24.1722,328.28,2.09,21.45,12.26,9.2,9.43,119.3977,71.591,146.18,61.86,182.83,123.552,20.92,66.59,286.64,149.76,487.2,31.3,119.37,22.65,89.5,154.53,34.82,13.25,538.23,305.55
2020-06-02 04:00:00,8.8253,53.54,84.63,20.0,53.28,29.806,52.01,92.25,2.746,58.7707,13.4,10.43,11.81,153.31,10.03,389.77,32.96,193.27,24.45,8.8,24.1722,328.28,2.08,21.45,12.109,9.2,9.43,120.4589,71.961,148.35,62.12,184.91,123.6205,20.26,68.36,284.27,151.0,487.2,31.3,117.87,22.65,89.5,157.49,34.82,13.25,541.34,308.08
2020-06-03 04:00:00,8.7695,52.73,84.11,20.0,53.49,30.953,53.06,98.1,2.773,58.864,13.4,10.43,11.81,173.16,10.03,402.63,33.68,191.4867,24.45,8.8,24.1722,328.28,2.01,21.45,12.963,9.2,9.43,123.3748,71.819,153.35,61.93,185.36,123.92,22.33,64.95,277.01,149.04,487.2,31.3,118.74,22.65,89.5,156.78,34.82,13.25,547.71,312.18
2020-06-04 04:00:00,8.7665,52.63,86.04,20.0,52.85,30.889,54.28,95.98,2.775,57.6253,13.4,10.43,11.81,184.3,10.03,403.67,33.61,188.0833,24.45,8.8,24.1722,328.28,2.13,21.45,12.53,9.2,9.43,123.2218,70.609,155.91,62.97,182.92,123.03,20.64,63.67,272.82,145.01,487.2,31.3,121.88,22.65,89.5,154.6,34.82,13.25,546.19,311.36
2020-06-05 04:00:00,8.92,53.1,88.55,20.0,53.98,31.708,55.2,93.93,2.861,59.044,13.4,10.43,11.81,205.43,10.03,410.75,32.29,197.5867,24.45,8.8,24.1722,328.28,2.09,21.45,12.521,9.2,9.43,126.2524,71.9195,161.37,64.34,187.2,124.15,20.35,62.26,265.69,147.99,487.2,31.3,120.65,22.65,89.5,156.0,34.82,13.25,556.53,319.34
2020-06-08 04:00:00,8.805,52.97,91.37,20.0,55.1,31.752,55.57,95.43,2.971,63.328,13.4,10.43,11.81,230.5,10.03,414.3,33.76,197.5667,24.45,8.8,24.1722,328.28,2.17,21.45,12.636,9.2,9.43,129.7801,72.3305,162.92,63.67,188.36,126.203,20.0,60.53,265.01,159.68,487.2,31.3,111.29,22.65,89.5,156.09,34.82,13.25,557.33,323.2
